SOMAID,Gene,UniProt,Weight,seqid_sl,seqid_dot
NDUFB11.7747.47.3,NDUFB11,Q9NX14,-0.014651528,SL018268,7747.47
NAALAD2.7986.98.3,NAALAD2,Q9Y3Q0,-0.014650207,SL018325,7986.98
IL23R.5088.175.3,IL23R,Q5VWK5,-0.014288538,SL005185,5088.175
ANP32A.13073.14.3,ANP32A,P39687,0.01280924,SL019559,13073.14
NMRAL1.13988.67.3,NMRAL1,Q9HBL8,-0.012460682,SL020265,13988.67
FAM107B.7801.30.3,FAM107B,,-0.012366174,FAM107B.7801.30.3,
EFNB3.7785.1.3,EFNB3,Q15768,-0.012088659,SL004142,7785.1
TMEM132D.13416.8.3,TMEM132D,Q14C87,-0.012016304,SL020086,13416.8
KLK5.14039.33.3,KLK5,Q9Y337,-0.011640046,SL003863,3201.49
RELL1.13399.33.3,RELL1,Q8IUW5,0.010741586,SL020071,13399.33
FCRL4.8973.23.3,FCRL4,Q96PJ5,-0.010624709,SL018774,8991.115
PLA2G12B.9380.2.3,PLA2G12B,Q9BX93,0.010537273,SL003846,9380.2
FOLH1.5478.50.2,FOLH1,Q04609,-0.010376205,SL000158,5478.5
CD177.13116.25.3,CD177,Q8N6Q3,-0.009924098,SL008931,13116.25
IGFL4.6353.60.3,IGFL4,,0.009743798,IGFL4.6353.60.3,
AMY1A.7918.114.3,AMY1A,P04745,0.009470931,SL005114,7918.114
GLO1.9883.29.3,GLO1,Q04760,-0.009404302,SL002802,9883.29
CGB2.6213.10.3,CGB2,Q6NT52,0.008640951,SL017263,6213.1
CTSS.3181.50.2,CTSS,P25774,-0.008401346,SL004673,3181.5
SMR3B.8595.75.3,SMR3B,,0.007205011,SMR3B.8595.75.3,
G0S2.8931.124.3,G0S2,P27469,-0.006979407,SL014751,8931.124
HTN1.10608.9.3,HTN1,P15515,-0.006913959,SL012418,10608.9
GRID2.12758.47.3,GRID2,O43424,0.006703512,SL019871,12758.47
RPN1.6458.6.3,RPN1,P04843,-0.006496452,SL011102,6458.6
CLEC4D.7752.31.3,CLEC4D,Q8WXI8,0.006425612,SL018250,7752.31
UBXN4.9970.7.3,UBXN4,Q92575,-0.005164011,SL019215,9997.12
BST1.4535.50.2,BST1,Q10588,-0.005098188,SL008644,4535.5
ENTHD2.7947.19.3,ENTHD2,,0.00473941,ENTHD2.7947.19.3,
SEMA3A.3222.11.2,SEMA3A,Q14563,-0.004331745,SL010379,3222.11
NELL1.6544.33.3,NELL1,Q92832,0.00392243,SL012542,6544.33
IL10.2773.50.2,IL10,P22301,0.003763227,SL001717,2773.5
DNAJC10.8297.8.3,DNAJC10,Q8IXB1,0.003497852,SL018461,8297.8
USP25.9215.117.3,USP25,Q9UHP3,-0.003175927,SL018947,9215.117
CD274.5060.62.3,CD274,Q9NZQ7,0.000553091,SL004852,5060.62
CXCL1.2985.35.1,CXCL1,P09341,0.000443615,SL003173,2985.35
IDO1.9759.13.3,IDO1,P14902,0.000208675,SL004828,9759.13
CREB3L4.11308.8.3,CREB3L4,Q8TEY5,0.000181208,SL019414,11308.8
SCGB1C1.5960.49.3,SCGB1C1,,0.000105444,SCGB1C1.5960.49.3,
IL18BP.3073.51.2,IL18BP,O95998,9.4e-05,SL002508,3073.51
