SOMAID,Gene,UniProt,Weight,seqid_sl,seqid_dot
13624-17,NADK,O95544,0.004346912045538843,SL020213,seq.13624.17
13625-19,SSB,P05455,0.0027818702509541976,SL013009,seq.13625.19
13628-58,GRB14,Q14449,0.0,SL020196,seq.13628.58
13629-25,ATG4B,Q9Y4P1,0.0,SL020200,seq.13629.25
13631-1,RBBP5,Q15291,-0.00033468383177086806,SL003766,seq.13631.1
13632-10,ZYX,Q15942,0.00020469260967342212,SL009456,seq.13632.10
13634-209,PIR,O00625,0.0,SL006975,seq.13634.209
13636-20,NAP1L1,P55209,-5.329238777127831e-05,SL008135,seq.13636.20
13639-101,USO1,O60763,0.0,SL016380,seq.13639.101
13642-90,IFIT3,O14879,-7.898142509883297e-05,SL004393,seq.13642.90
13644-30,HGS,O14964,-0.00016837107323478134,SL016371,seq.13644.30
13645-14,DHX38,Q92620,-8.754667825448675e-05,SL020202,seq.13645.14
13650-11,KCNIP1,Q9NZI2,0.0001592431496215414,SL020183,seq.13650.11
13651-54,ZFP91,Q96JP5,0.0007268661969682468,SL020192,seq.13651.54
13652-2,TOM1L1,O75674,0.002825667750874056,SL020197,seq.13652.2
13653-335,MACROD1,Q9BQ69,0.0,SL020203,seq.13653.335
13654-1,ROCK2,O75116,-0.005019754298276141,SL005370,seq.13654.1
13655-34,NCL,P19338,0.0,SL005695,seq.13655.34
13657-2,PNKP,Q96T60,0.0031784880984697707,SL007610,seq.13657.2
13658-31,PDGFC,Q9NRA1,0.0,SL011071,seq.13658.31
13659-36,ATP13A1,Q9HD20,0.0,SL020228,seq.13659.36
13665-35,PPP2R3A,Q06190,0.0,SL004990,seq.13665.35
13666-222,CA10,Q9NS85,0.0038212477027371136,SL010449,seq.13666.222
13669-6,FGFR3,P22607,-0.015828128664160626,SL004063,seq.13669.6
13671-40,ELANE,P08246,0.0,SL000401,seq.13671.40
13672-3,HSPA6,P17066,0.0,SL013017,seq.13672.3
13676-46,INHBB,P09529,-6.530630023942061e-05,SL001933,seq.13676.46
13680-3,NAB2,Q15742,0.0,SL020216,seq.13680.3
13681-173,CSNK2A2,P19784,-0.00025895075583692883,SL013751,seq.13681.173
13682-47,CSF1R,P07333,0.0006013757403571493,SL004153,seq.13682.47
13686-2,IL5RA,Q01344,-0.000780940898648695,SL005188,seq.13686.2
13688-2,CAPSL,Q8WWF8,0.009820735563925344,SL020217,seq.13688.2
13689-2,ODC1,P11926,0.0003943242182613796,SL003670,seq.13689.2
13691-10,SLC5A8,Q8N695,0.002219932785655792,SL020232,seq.13691.10
13692-154,CCN4,O95388,0.0,SL004689,seq.13692.154
13694-24,CRLF2,Q9HC73,-0.0004715377250382117,SL005226,seq.13694.24
13697-51,GPD1,P21695,0.004043207508610952,SL007151,seq.13697.51
13698-28,KIAA0319L,Q8IZA0,-0.0010942451744081606,SL020223,seq.13698.28
13700-10,ANXA2,P07355,0.0018048972213817785,SL004209,seq.13700.10
13704-5,HMGCS2,P54868,0.00016484783635150094,SL014847,seq.13704.5
13711-10,CLTC,Q00610,-4.387176889036865e-06,SL008164,seq.13711.10
13713-164,SEC22A,Q96IW7,0.0029190645700681935,SL020224,seq.13713.164
13717-15,FCN2,Q15485,-0.00025364721117790385,SL006542,seq.13717.15
13719-19,PAK4,O96013,-0.02040315075363128,SL020219,seq.13719.19
13720-95,PRTN3,P24158,0.0,SL004008,seq.13720.95
13724-27,FGF19,O95750,-0.0012395083852954404,SL004337,seq.13724.27
13726-4,CD80,P33681,0.02191375628331729,SL003738,seq.13726.4
13727-44,SPOP,O43791,-0.005797089378300697,SL020220,seq.13727.44
13728-19,ERP29,P30040,-2.037215682938486e-05,SL003522,seq.13728.19
13729-26,SFXN5,Q8TD22,0.0,SL020226,seq.13729.26
13733-5,IL12B,P29460,5.5630006652335056e-05,SL004250,seq.13733.5
13735-1,RAP1GAP,P47736,-0.0003731439499660796,SL020221,seq.13735.1
13738-8,INHBA,P08476,-0.0006472331949173203,SL001932,seq.13738.8
13740-51,FRZB,Q92765,4.191860930662512e-05,SL004650,seq.13740.51
13743-56,CUL4B,Q13620,3.8322917169870776e-05,SL020222,seq.13743.56
13744-37,IL3RA,P26951,0.002186169495238758,SL005187,seq.13744.37
13745-10,PKD2,Q13563,1.560235704344028e-05,SL020155,seq.13745.10
13748-4,CCL8,P80075,0.00030872948369340493,SL000515,seq.13748.4
13926-1,RMI1,Q9H9A7,5.945835226953294e-06,SL020268,seq.13926.1
13929-27,CROT,Q9UKG9,0.0,SL020289,seq.13929.27
13930-3,APOBEC3G,Q9HC16,0.005907466223783349,SL007678,seq.13930.3
13931-22,PSMD9,O00233,0.0,SL012980,seq.13931.22
13932-45,ARHGEF7,Q14155,0.0,SL005746,seq.13932.45
13933-276,NAB1,Q13506,0.0,SL020257,seq.13933.276
13934-3,MCF2L,O15068,0.0,SL014593,seq.13934.3
13936-24,PGK2,P07205,-2.879049468211893e-05,SL020280,seq.13936.24
13937-75,CAND1,Q86VP6,0.0010816934075242157,SL008246,seq.13937.75
13939-14,UGP2,Q16851,0.0,SL006519,seq.13939.14
13940-19,IFI16,Q16666,0.0010513500865813941,SL006071,seq.13940.19
13941-82,FARS2,O95363,0.0,SL020259,seq.13941.82
13942-140,SPSB1,Q96BD6,0.0003312788646831478,SL020269,seq.13942.140
13943-38,DPY30,Q9C005,1.1638928901228165e-05,SL020276,seq.13943.38
13944-3,SULT1A3,P0DMM9,-0.0004546321206018023,SL000578,seq.13944.3
13946-8,DDX23,Q9BUQ8,0.0,SL020297,seq.13946.8
13947-371,NUDT12,Q9BQG2,0.00023552648811851225,SL020301,seq.13947.371
13948-50,GABBR2,O75899,0.0,SL019207,seq.13948.50
13950-9,CERT1,Q9Y5P4,-0.0001232842370903958,SL015375,seq.13950.9
13954-9,GNPNAT1,Q96EK6,-0.00013108338990335642,SL020298,seq.13954.9
13955-33,DAPK1,P53355,0.0,SL007277,seq.13955.33
13958-5,RBM46,Q8TBY0,0.0,SL020270,seq.13958.5
13959-7,LAP3,P28838,0.0010178131053877808,SL000499,seq.13959.7
13960-15,AGAP3,Q96P47,0.0,SL020282,seq.13960.15
13961-18,KIF3A,Q9Y496,-0.0001251220690529019,SL020291,seq.13961.18
13963-7,TOLLIP,Q9H0E2,0.0,SL004521,seq.13963.7
13966-30,MYOM3,Q5VTT5,0.0,SL008254,seq.13966.30
13967-14,TXNRD1,Q16881,3.441942856583035e-05,SL005724,seq.13967.14
13969-24,KPNA6,O60684,0.0,SL020292,seq.13969.24
13972-4,HSD17B14,Q9BPX1,0.0,SL020263,seq.13972.4
13973-62,TTL,Q8NG68,0.0009499696358177356,SL020271,seq.13973.62
13975-56,PPFIA1,Q13136,-0.039426045739978426,SL020284,seq.13975.56
13976-9,ARHGEF1,Q92888,-0.0012532043600648123,SL015120,seq.13976.9
13977-28,BARD1,Q99728,0.0003627216133063669,SL015168,seq.13977.28
13978-122,TBX3,O15119,0.012465198735670778,SL004696,seq.13978.122
13979-3,SLC26A7,Q8TE54,-0.014930037096125328,SL020254,seq.13979.3
13982-33,RGS18,Q9NS28,0.012790120929410015,SL016529,seq.13982.33
13983-27,CRYZ,Q08257,-0.0020975855458178314,SL008181,seq.13983.27
13984-23,DDX25,Q9UHL0,0.0,SL020293,seq.13984.23
13985-12,SMURF2,Q9HAU4,0.0003401669190969584,SL007669,seq.13985.12
13986-6,LANCL1,O43813,0.0026838484108833134,SL010800,seq.13986.6
13988-67,NMRAL1,Q9HBL8,0.0,SL020265,seq.13988.67
13990-1,PC,P11498,-0.006198118750066079,SL003652,seq.13990.1
13991-47,EIF4G3,O43432,-4.376491969661027e-05,SL020285,seq.13991.47
13992-12,NSF,P46459,0.0007305784828472423,SL007239,seq.13992.12
13993-20,EPB41L1,Q9H4G0,0.0,SL020300,seq.13993.20
13994-1,FBL,P22087,0.0,SL020302,seq.13994.1
13996-16,PPCDC,Q96CD2,0.0,SL020266,seq.13996.16
13998-26,ADSS1,Q8N142,-0.002094082902224798,SL020277,seq.13998.26
14002-18,DOCK9,Q9BZ29,1.2033431592186553e-07,SL020303,seq.14002.18
14005-2,CHD7,Q9P2D1,0.04775849247309352,SL008319,seq.14005.2
14006-36,GNMT,Q14749,0.0,SL020278,seq.14006.36
14007-22,PAPSS1,O43252,-0.0025154794007964053,SL020287,seq.14007.22
14008-22,DCP1A,Q9NPI6,0.0009084307738609593,SL020295,seq.14008.22
14009-65,TNFAIP3,P21580,-0.00014685406560760805,SL005721,seq.14009.65
14011-17,S100A11,P31949,4.6811677344542606e-05,SL004809,seq.14011.17
14012-17,DHX58,Q96C10,-0.0016801446764659837,SL007593,seq.14012.17
14013-11,TANK,Q92844,-0.0002857013249021576,SL015118,seq.14013.11
14019-73,EVPL,Q92817,-0.004379973047778216,SL020305,seq.14019.73
14021-81,MED4,Q9NPJ6,0.00040626869972354505,SL020316,seq.14021.81
14024-196,EDA,Q92838,-0.00010045978082043538,SL004644,seq.14024.196
14025-18,TNFRSF9,Q07011,-0.0010944416680623962,SL004126,seq.14025.18
14026-24,IL17F,Q96PD4,0.0002926275854114211,SL004352,seq.14026.24
14028-22,PIK3C2A,O00443,-0.0004111568791624715,SL020311,seq.14028.22
14029-42,COPS2,P61201,0.0,SL010966,seq.14029.42
14034-22,TACSTD2,P09758,0.0,SL001890,seq.14034.22
14035-13,TIAM1,Q13009,0.00865355758402382,SL007386,seq.14035.13
14036-116,MPDZ,O75970,0.00011424429361627138,SL020312,seq.14036.116
14037-18,RANBP3,Q9H6Z4,0.00014063897831708826,SL013273,seq.14037.18
14039-33,KLK5,Q9Y337,0.0,SL003863,seq.14039.33
14043-12,EEA1,Q15075,-0.0005373536834663776,SL008204,seq.14043.12
14045-12,NCOA2,Q15596,0.0,SL020317,seq.14045.12
14047-78,BDNF,P23560,-6.648586004460534e-05,SL003951,seq.14047.78
14048-7,IL1RAP,Q9NPH3,0.0,SL004588,seq.14048.7
14051-54,FOXC2,Q99958,-0.020068751304906866,SL007629,seq.14051.54
14052-26,UNC13A,Q9UPW8,0.005765025716564315,SL009417,seq.14052.26
14054-17,IL15RA,Q13261,0.0,SL004151,seq.14054.17
14056-4,CGA,P01215,0.0002208637003228226,SL013948,seq.14056.4
14061-48,TNFSF11,O14788,-0.020577649960280577,SL002541,seq.14061.48
14063-17,OSM,P13725,3.5268242500468976e-06,SL000530,seq.14063.17
14065-11,CD5,P06127,-2.8731759703367844e-05,SL007080,seq.14065.11
14066-49,MAGI2,Q86UL8,0.0,SL020306,seq.14066.49
14067-6,PKP2,Q99959,0.0,SL008289,seq.14067.6
14069-61,CA4,P22748,0.00019323357438582334,SL010369,seq.14069.61
14070-56,ITSN1,Q15811,0.00014762045858008436,SL018907,seq.14070.56
14074-2,SHC2,P98077,0.0,SL020307,seq.14074.2
14076-74,CST4,P01036,0.00033351631679665343,SL007888,seq.14076.74
14079-14,IL18R1,Q13478,0.02363873942428924,SL004152,seq.14079.14
14082-56,TLN2,Q9Y4G6,0.0007834255003670298,SL016540,seq.14082.56
14083-25,SEPHS1,P49903,0.0,SL020314,seq.14083.25
14088-38,IGFBP6,P24592,0.0,SL005172,seq.14088.38
14090-23,DEF6,Q9H4E7,0.0,SL020308,seq.14090.23
14091-42,CBR3,O75828,0.0,SL005371,seq.14091.42
14093-10,FLT3LG,P49771,-0.009641363529206517,SL004343,seq.14093.10
14094-29,HBEGF,Q99075,0.0007158616468150972,SL000138,seq.14094.29
14095-1,KLRK1,P26718,0.0,SL005204,seq.14095.1
14098-28,CARS1,P49589,-0.00016784422070526009,SL020309,seq.14098.28
14099-20,PSMA4,P25789,0.0,SL009468,seq.14099.20
14100-63,C1QC,P02747,-0.0021392166522935523,SL007929,seq.14100.63
14101-2,CNTFR,P26992,-0.0009372434457204163,SL005153,seq.14101.2
14106-46,RAP1GDS1,P52306,0.0,SL003682,seq.14106.46
14107-1,MTHFS,P49914,0.0,SL020315,seq.14107.1
14111-15,THBS2,P35442,0.0,SL007206,seq.14111.15
14112-40,RELT,Q969Z4,-0.0010966705902091746,SL005213,seq.14112.40
14114-18,PIANP,Q8IYJ0,0.0,SL019019,seq.14114.18
14115-34,ADM,P35318,0.0,SL002782,seq.14115.34
14116-129,S100A4,P26447,-0.0011995886076240619,SL004821,seq.14116.129
14120-2,RNF43,Q68DV7,0.0,SL018629,seq.14120.2
14121-24,TNFRSF10D,Q9UBN6,0.000246152760092334,SL004159,seq.14121.24
14122-132,ZNRF3,Q9ULT6,0.0,SL018971,seq.14122.132
14123-34,VSIR,Q9H7M9,0.0005381809131242568,SL017424,seq.14123.34
14124-6,EFNA2,O43921,-0.00995457879152029,SL004843,seq.14124.6
14127-240,IFNB1,P01574,0.0,SL001880,seq.14127.240
14128-121,IFNA10,P01566,4.277456852557888e-05,SL017106,seq.14128.121
14129-1,IFNA7,P01567,0.00042515732221747173,SL019978,seq.14129.1
14131-37,EFNB2,P52799,6.891460937521313e-06,SL007274,seq.14131.37
14132-21,HHLA2,Q9UM44,0.0,SL020171,seq.14132.21
14133-93,IL1R2,P27930,-0.0013762052307423702,SL000145,seq.14133.93
14135-3,RXFP1,Q9HBX9,-0.0002616853347477176,SL020172,seq.14135.3
14136-234,CD93,Q9NPY3,5.7818972723805706e-05,SL007696,seq.14136.234
14139-16,NRG4,Q8WWG1,-0.31854479155320675,SL007828,seq.14139.16
14143-8,H2BC21,Q16778,-0.0010385939692599327,SL014983,seq.14143.8
14144-3,H2AW,Q7L7L0,0.0,SL019979,seq.14144.3
14146-92,H3C1,P68431,0.0,SL008158,seq.14146.92
14149-9,IL36B,Q9NZH7,0.0015732683235524232,SL005179,seq.14149.9
14151-4,ISG15,P05161,8.751968733491217e-05,SL015510,seq.14151.4
14153-8,EFNA3,P52797,0.0,SL004139,seq.14153.8
14156-33,YWHAB,P31946,-5.380652856543397e-05,SL004815,seq.14156.33
14157-21,YWHAE,P62258,0.0,SL004984,seq.14157.21
14158-17,ANXA5,P08758,0.0,SL003848,seq.14158.17
14175-78,SCP2D1,Q9UJQ7,0.0005010420452019299,SL019907,seq.14175.78
14178-18,CDKN3,Q16667,-0.0002480442659656256,SL007463,seq.14178.18
14186-13,RFFL,Q8WZ73,-6.167665478669168e-06,SL019795,seq.14186.13
14192-31,PDCL2,Q8N4E4,-0.008559422024237628,SL019930,seq.14192.31
14197-2,PRDM1,O75626,0.0,SL019864,seq.14197.2
14203-3,ANXA7,P20073,0.0,SL008375,seq.14203.3
14204-55,FOXJ2,Q9P0K8,0.0,SL019533,seq.14204.55
14205-6,HEXIM2,Q96MH2,-0.0017573393886933092,SL019865,seq.14205.6
14206-28,APBB1,O00213,-0.0009759721625361546,SL006959,seq.14206.28
14208-3,RBP7,Q96R05,0.003743444146919412,SL019932,seq.14208.3
14216-35,DDX46,Q7L014,0.0,SL019957,seq.14216.35
14226-120,BHMT2,Q9H2M3,0.0,SL008524,seq.14226.120
14227-21,MYL6B,P14649,0.0,SL008040,seq.14227.21
14229-5,MOCS3,O95396,0.01674651119896077,SL019900,seq.14229.5
14237-1,HSPA1A,P0DMV8,0.0,SL000451,seq.14237.1
14246-50,DOK2,O60496,0.0,SL016379,seq.14246.50
14249-68,MID2,Q9UJV3,0.0,SL019794,seq.14249.68
14250-115,BLMH,Q13867,0.003252785150324151,SL008191,seq.14250.115
14254-27,PTPN4,P29074,-0.00585660125924663,SL019925,seq.14254.27
14260-112,NET1,Q7Z628,5.079769064872439e-08,SL015522,seq.14260.112
14268-4,SRXN1,Q9BYN0,0.009708810936124579,SL007647,seq.14268.4
14271-23,RAB6B,Q9NRW1,-0.00016328813139670044,SL007707,seq.14271.23
14283-12,RAB14,P61106,0.0,SL008144,seq.14283.12
14286-2,NFATC1,O95644,-0.007185627871687367,SL005769,seq.14286.2
14287-6,RAB5C,P51148,3.706165036489916e-05,SL008533,seq.14287.6
14291-53,AGAP2,Q99490,0.0,SL019710,seq.14291.53
14294-61,MBD1,Q9UIS9,-6.640417145583224e-05,SL013880,seq.14294.61
14309-8,HNRNPH1,P31943,-0.007076672639616383,SL013160,seq.14309.8
14318-1,VPS29,Q9UBQ0,-0.0014477191777481008,SL013288,seq.14318.1
14324-52,SMC3,Q9UQE7,0.0036874690785382407,SL005089,seq.14324.52
14326-4,UBE2E1,P51965,0.0,SL006253,seq.14326.4
14329-4,DIDO1,Q9BTC0,0.0,SL011624,seq.14329.4
14331-262,DYNLT1,P63172,-6.386670190217831e-05,SL019738,seq.14331.262
14332-3,RALA,P11233,0.0019506697168482246,SL008025,seq.14332.3
14334-3,RCVRN,P35243,-0.00034482143771884645,SL014781,seq.14334.3
14337-1,TRAPPC3,O43617,0.00017260893348490018,SL019699,seq.14337.1
14341-8,DIPK1C,Q0P6D2,-0.0001991108661038332,SL019767,seq.14341.8
14587-16,GDF11,O95390,1.3969718579065018e-05,SL004345,seq.14587.16
14593-152,FAM210A,Q96ND0,0.0008788516202375386,SL020072,seq.14593.152
14597-5,SEMA6C,Q9H3T2,0.0,SL020074,seq.14597.5
14599-18,STAB1,Q9NY15,0.0,SL007723,seq.14599.18
14603-51,KIAA0040,Q15053,0.006839156570956922,SL020082,seq.14603.51
14614-41,NCMAP,Q5T1S8,-0.00044139831479658574,SL008890,seq.14614.41
14615-46,KRTAP2-4,Q9BYR9,0.0,SL020089,seq.14615.46
14616-16,ZNF382,Q96SR6,-0.019232732706059342,SL020097,seq.14616.16
14618-26,VOPP1,Q96AW1,0.09632590144472156,SL012766,seq.14618.26
14619-8,ZNF526,Q8TF50,0.0,SL020098,seq.14619.8
14623-26,SUMO3,P55854,0.0003053238180773416,SL018938,seq.14623.26
14624-51,CTCF,P49711,0.0,SL011618,seq.14624.51
14628-72,FBXO3,Q9UK99,-0.006432924883757466,SL020051,seq.14628.72
14631-22,DUSP16,Q9BY84,0.0003088008731992272,SL020115,seq.14631.22
14633-26,TMEM185A,Q8NFB2,0.01590597226665944,SL020121,seq.14633.26
14634-13,LHCGR,P22888,8.543227517406096e-05,SL020122,seq.14634.13
14636-25,RIDA,P52758,-0.004573015902844927,SL005350,seq.14636.25
14645-253,GSTA4,O15217,-0.00808868828213165,SL020127,seq.14645.253
14655-1,DNAJC17,Q9NVM6,0.0,SL020140,seq.14655.1
14662-6,MZF1,P28698,-0.004506856894629265,SL020179,seq.14662.6
14663-44,RNF8,O76064,0.0,SL020180,seq.14663.44
14670-1,SKIL,P12757,0.0,SL020187,seq.14670.1
14674-63,PACSIN3,Q9UKS6,0.0,SL020191,seq.14674.63
14675-20,EIF4B,P23588,0.001855991609740095,SL011011,seq.14675.20
14684-17,CAPN2,P17655,0.0,SL011179,seq.14684.17
14685-17,AKT2,P31751,0.005272893283106673,SL003722,seq.14685.17
14687-6,PLIN3,O60664,-5.591289136977893e-06,SL007972,seq.14687.6
14688-6,PTPN7,P35236,-0.003563821028944805,SL020212,seq.14688.6
14689-3,SEC13,P55735,0.00012019405730766127,SL011207,seq.14689.3
14705-1,VEGFD,O43915,0.03078045069704123,SL003320,seq.14705.1
14708-59,C8G,P07360,-0.0006786050564079441,SL007931,seq.14708.59
14711-27,CST6,Q15828,0.0,SL004438,seq.14711.27
14713-46,AZU1,P20160,-0.21237107753897275,SL004589,seq.14713.46
14747-9,CRLF1,O75462,0.0007593835043444495,SL020310,seq.14747.9
14748-31,ARHGAP5,Q13017,-0.0016707263134990871,SL020313,seq.14748.31
15297-3,S100A3,P33764,0.0,SL004825,seq.15297.3
15298-199,NETO1,Q8TDF5,-0.0006489425271160418,SL017092,seq.15298.199
15299-102,MESD,Q14696,-0.00037960136391237953,SL012502,seq.15299.102
15300-66,CCDC134,Q9H6E4,-5.4695198342589385e-06,SL017096,seq.15300.66
15301-24,ACRV1,P26436,-0.0005608909823222026,SL009308,seq.15301.24
15303-63,S100A5,P33763,-2.26632152987683e-05,SL004826,seq.15303.63
15304-1,REG3A,Q06141,9.649390252007132e-05,SL002648,seq.15304.1
15305-7,SCGN,O76038,0.0007650103761664839,SL005696,seq.15305.7
15306-20,JCHAIN,P01591,-0.0009489203242644515,SL005375,seq.15306.20
15308-108,VWC2,Q2TAL6,0.0005274445449297007,SL012520,seq.15308.108
15310-61,PRC1,O43663,0.0,SL007011,seq.15310.61
15312-14,AGO1,Q9UL18,3.05798239651719e-05,SL019555,seq.15312.14
15313-28,MAD2L1,Q13257,0.0,SL007399,seq.15313.28
15314-49,CLIC4,Q9Y696,0.00016938239294081518,SL008340,seq.15314.49
15315-64,CUTC,Q9NTM9,0.0,SL019798,seq.15315.64
15316-262,TXNL4B,Q9NX01,-0.0476111427752838,SL019950,seq.15316.262
15318-75,S100A10,P60903,0.0,SL004212,seq.15318.75
15319-226,CCNA1,P78396,0.0,SL013808,seq.15319.226
15321-8,CPLX2,Q6PUV4,0.0011815736463284211,SL019971,seq.15321.8
15322-35,CRADD,P78560,0.0,SL007330,seq.15322.35
15323-112,AGO3,Q9H9G7,0.0031232614103469886,SL019972,seq.15323.112
15324-58,FTL,P02792,-0.0003415573619237668,SL005628,seq.15324.58
15325-14,GAP43,P17677,0.0,SL007137,seq.15325.14
15326-64,GBP1,P32455,0.0,SL006479,seq.15326.64
15333-11,SDF2,Q99470,0.00039588974336327633,SL012799,seq.15333.11
15336-7,SELENOM,Q8WWX9,-0.002031011114730971,SL019976,seq.15336.7
15343-337,KNG1,P01042,0.0,SL000491,seq.15343.337
15346-31,IFNG,P01579,0.0,SL001802,seq.15346.31
15361-37,ANKRD1,Q15327,-0.006869036139518104,SL019275,seq.15361.37
15363-32,APOA5,Q6Q788,0.004267944908671858,SL004840,seq.15363.32
15364-101,APOC1,P02654,0.002505888286771449,SL000275,seq.15364.101
15365-41,ADGRB3,O60242,0.0,SL020583,seq.15365.41
15368-3,BMPER,Q8N8U9,0.0002558104694215587,SL007531,seq.15368.3
15370-5,BOLA1,Q9Y3E2,-0.0031818840622635787,SL012877,seq.15370.5
15372-43,BRD2,P25440,-1.6994528038219785e-05,SL014748,seq.15372.43
15374-15,GKN1,Q9NS71,-0.00671704295588963,SL005611,seq.15374.15
15375-49,CPB1,P15086,-0.005982512176569634,SL011428,seq.15375.49
15376-134,CTSE,P14091,-0.00029927313544119924,SL007121,seq.15376.134
15381-45,DDR2,Q16832,4.226127195401926e-05,SL004120,seq.15381.45
15383-200,EDN3,P14138,-0.02136772152947817,SL004700,seq.15383.200
15384-15,KL,Q9UEF7,-9.809972640451501e-05,SL011369,seq.15384.15
15385-116,FABP2,P12104,0.0,SL004848,seq.15385.116
15386-7,FABP4,P15090,-0.04818346864304297,SL005086,seq.15386.7
15387-44,NRP2,O60462,0.0,SL005203,seq.15387.44
15388-24,FCGR3A,P08637,0.0005999839616812137,SL004561,seq.15388.24
15389-1,FXN,Q16595,0.007377174892127297,SL012513,seq.15389.1
15390-3,GAL,P22466,-3.3572005587881825e-05,SL004430,seq.15390.3
15391-114,GAS6,Q14393,0.001051792852585522,SL005707,seq.15391.114
15394-79,UNC5B,Q8IZJ1,-0.17702288870747668,SL008959,seq.15394.79
15395-15,GSTM1,P09488,0.0,SL005254,seq.15395.15
15398-2,GFER,P55789,-0.002123911602697392,SL006727,seq.15398.2
15402-2,ID1,P41134,9.037398902344823e-05,SL005354,seq.15402.2
15403-53,ID2,Q02363,-0.00037532477235141526,SL007347,seq.15403.53
15404-3,IFNA21,P01568,0.0,SL018851,seq.15404.3
15405-23,IFNA4,P05014,-0.00938202108013743,SL018075,seq.15405.23
15412-40,BIRC7,Q96CA5,0.0008031643693931615,SL003731,seq.15412.40
15413-3,LCAT,P04180,0.0004403777984010195,SL006349,seq.15413.3
15414-316,LDHA,P00338,2.516065318987534e-05,SL019149,seq.15414.316
15416-54,LYG2,Q86SG7,0.0,SL012646,seq.15416.54
15417-3,SERPINB5,P36952,2.0974192396202915e-05,SL003161,seq.15417.3
15418-25,MAPK10,P53779,-0.035939178998576064,SL007282,seq.15418.25
15419-15,MMP20,O60882,0.0,SL012374,seq.15419.15
15422-12,PMP2,P02689,0.0,SL019975,seq.15422.12
15426-5,NEU1,Q99519,0.0011920799565965927,SL008692,seq.15426.5
15427-35,LOXL3,P58215,0.0,SL012455,seq.15427.35
15430-165,OPTC,Q9UBM4,0.0,SL012859,seq.15430.165
15431-31,OTC,P00480,0.0,SL000531,seq.15431.31
15432-1,OTOR,Q9NRC9,-0.0809903356720165,SL004684,seq.15432.1
15433-4,SRC,P12931,-0.006394258958631505,SL005268,seq.15433.4
15434-5,PNOC,Q13519,0.0,SL012495,seq.15434.5
15435-4,PNP,P00491,-0.005988852749527215,SL005262,seq.15435.4
15436-40,RAMP1,O60894,0.0,SL014638,seq.15436.40
15437-11,RAMP3,O60896,-0.0036919174177734203,SL008721,seq.15437.11
15439-21,RND3,P61587,-0.0007748355220439689,SL014861,seq.15439.21
15440-57,PCSK2,P16519,0.00025230466196724395,SL012421,seq.15440.57
15441-6,GM2A,P17900,0.0003599010052504501,SL008548,seq.15441.6
15444-45,SERPINB4,P48594,0.0,SL001959,seq.15444.45
15446-25,NRG1,Q02297,-0.0005284010720260475,SL004651,seq.15446.25
15447-45,SORD,Q00796,-0.00039933763381693057,SL000574,seq.15447.45
15448-47,SQSTM1,Q13501,-0.000306817020153881,SL018151,seq.15448.47
15449-33,TIMD4,Q96H15,1.7371833351671317e-05,SL010387,seq.15449.33
15452-5,NT5E,P21589,0.0,SL000246,seq.15452.5
15453-3,AMBP,P02760,0.0,SL003022,seq.15453.3
15455-40,ADAM15,Q13444,0.0,SL017116,seq.15455.40
15457-14,ANPEP,P15144,-0.0007788483404852044,SL005238,seq.15457.14
15460-9,DPP4,P27487,-0.0014916431810611198,SL003281,seq.15460.9
15462-28,CD8A,P01732,0.0003647122087248063,SL007072,seq.15462.28
15465-79,CNPY4,Q8N129,-0.4633060904114879,SL012684,seq.15465.79
15466-30,COL9A1,P20849,-0.0006261679264347646,SL007148,seq.15466.30
15467-10,CTHRC1,Q96CG8,-0.003862495323046469,SL009396,seq.15467.10
15468-14,CFHR1,Q03591,9.364107773492527e-05,SL002690,seq.15468.14
15470-11,HEXB,P07686,-0.01371115441604858,SL005383,seq.15470.11
15471-29,PNLIPRP2,P54317,0.006311777280273648,SL012442,seq.15471.29
15472-16,LRP11,Q86VZ4,6.822284376128684e-05,SL017588,seq.15472.16
15474-7,PIN1,Q13526,0.0,SL013908,seq.15474.7
15475-4,PLTP,P55058,0.0,SL004948,seq.15475.4
15476-6,REG3G,Q6UW15,-0.03561691415666916,SL007493,seq.15476.6
15480-2,VNN2,O95498,0.0013337404530944744,SL018020,seq.15480.2
15481-45,CAMP,P49913,-0.00010836397459443217,SL004525,seq.15481.45
15482-12,A2ML1,A8K2U0,-0.00011554455243895797,SL012348,seq.15482.12
15483-377,AGRN,O00468,0.00021713632027108175,SL005368,seq.15483.377
15486-126,AOC1,P19801,-0.00014283782882138147,SL008573,seq.15486.126
15487-164,CES1,P23141,0.00010882966828685164,SL006149,seq.15487.164
15491-20,CD248,Q9HCU0,0.0,SL008437,seq.15491.20
15492-1,CRIM1,Q9NZV1,0.13103915909143365,SL017465,seq.15492.1
15494-11,FGFBP1,Q14512,-2.042905274700815e-05,SL011828,seq.15494.11
15495-9,FOLR3,P41439,-0.0031094816861037336,SL012435,seq.15495.9
15497-9,HS3ST1,O14792,0.002999763148623435,SL012357,seq.15497.9
15499-11,ATRN,O75882,0.0,SL006028,seq.15499.11
15503-15,LEFTY2,O00292,0.0015619741563565315,SL004647,seq.15503.15
15503-20,LEFTY2,O00292,0.0,SL004647,seq.15503.20
15504-39,BIRC7,Q96CA5,0.0002752633663396576,SL004299,seq.15504.39
15506-34,LRP12,Q9Y561,0.0,SL018249,seq.15506.34
15509-2,NAGLU,P54802,0.0003526977529305385,SL003640,seq.15509.2
